text,actionable
На следующей неделе  откроется запись типовик по Основы программирования,0
перенос по расписанию лаба по алгоритмы и структуры на 03.11,0
перенос по расписанию коллок. по алгоритмы и структуры данных на 03.11,0
Сегодня в 9:00 запись откроется на сдачу типовик по основы проги,0
Лабораторные №3 и №4:\nинстр. средства разработки ПО\nДата - 4.9,1
Сегодня в 10:00 запись откроется на пересдачу лаб. работа по ДМ,0
Отмена коллоквиум по ИСРПО в это воскресенье,0
Отмена лаба по аглосы 20.10,0
Завтра в 9:00 откроется запись типовой расчёт по Инструментальные средства разработки ПО,0
Коллоквиум:\nДата - 3.9,1
Лаба №4:\nДата — 19.3 (досрок)\nалгоритмы и структуры,1
Завтра  запись откроется лабораторные по инстр. средства разработки ПО,0
Типовые расчёты №3:\nИнструментальные средства разработки ПО\nДата - 18.4,1
Лаба:\nДата : 08.02\nАиСД,1
Коллок №2:\nДискретная математика\nДата - 02.01,1
Коллоквиум №3:\nДискретная математика\nДата: 13.09,1
на следующей неделе в 9:00 начнётся запись на сдачу лабораторные по дискретная,0
перенос по расписанию лабораторная работа по дискретная на 20.10,0
Отмена типовой расчёт по ДМ 20.10,0
На следующей неделе в 15:00 начнётся запись на сдачу типовой расчет по Алгоритмы и структуры данных,0
Лаба:\nДМ\nдата: 17.9,1
Защита Типовой расчёт №1:\nДата - 20.01,1
переносится типовой расчёт по аглосы (асд) на 22.10,0
Лабораторная:\nДата : 1.1\nдискретка,1
перенос по расписанию коллок по дискретная на 03.11,0
На следующей неделе в 15:00 будет запись коллоквиум по АСД,0
Лабораторные №2 - аглосы (АСД): дата : 23.04,1
Лаб. работа №1 аглосы — дата - 6.3,1
отмена лаб. работа по дискретка в это воскресенье,0
перенос типовики по оп на след. неделю,0
Коллок. №3\nДата - 16.4\nдискретная,1
Коллок №3 и №5 по инстр. средства разработки ПО - дата — 02.10 (основной период),1
Отмена коллоквиум по аглосы (АСД) 20.10,0
отмена лаб. работа по дискретка дм сегодня,0
отмена коллок. по аглосы 20.10,0
Отмена лаба по ДМ сегодня,0
Типовик\nДата : 05.03,1
Досдача Типовик №2 по дисциплине алгоритмы и структуры | дата — 03.05 (досдача),1
Коллок:\nоп\nДата : 5.11,1
Защита Лабораторная:\nДата: 10.12,1
Отмена лаб. работа по аглосы в это воскресенье,0
Коллок №4:\nДата: 7.4 (основной период),1
Коллок.\nДата : 25.12,1
Защита Лабораторная:\nдата: 8.9 (досрок)\nДМ,1
Лабораторные №4:\nОП\nДата — 10.01 (основной период),1
Отмена лабораторные по Дискретная математика 20.10,0
Типовики №4:\nДискретная математика\nДата — 25.11 (досдача),1
Защита Коллок. №1\nдата — 10.04\nДМ,1
На следующей неделе  начнётся запись на пересдачу коллок по алгоритмы и структуры,0
Типовики №4:\nисрпо\nДата : 1.10,1
Сегодня в 10:00 будет запись лабораторная работа по инстр. средства разработки ПО,0
Лаба №3:\nОсновы программирования\nДата - 3.5,1
Лаба №4 и №6 по аглосы — дата : 17.12 (досдача),1
Типовой расчет по дискретная | дата — 18.4 (досрок),1
Лабораторные №2 по дисциплине ИСРПО | дата : 8.1,1
на следующей неделе в 9:00 начнётся запись на сдачу типовые расчёты по инстр. средства разработки по,0
Типовики №1 и №3 по дисциплине Инструментальные средства разработки ПО: дата - 1.3 (досрок),1
перенос типовой расчёт по дискретка на след. неделю,0
Лабораторные:\nДата — 13.12\nДМ,1
На следующей неделе  будет запись на сдачу типовой расчет по Инструментальные средства разработки ПО,0
перенос по расписанию лаба по дискретка на след. неделю,0
Лаб. работа №1 - ОП: дата : 03.01,1
Лаб. работа - оп - дата - 6.9 (основной период),1
Коллок. по дисциплине ИСРПО — дата - 15.10 (основной период),1
Типовики №4:\nДата — 26.02,1
Сегодня  запись откроется на пересдачу типовые расчёты по ДМ,0
Лабораторная №3\nДата — 10.11\nосновы проги,1
Лабораторная:\nдата — 15.11 (досдача),1
Типовой расчёт №1:\nдискретка ДМ\nдата - 18.05,1
Защита Лабораторные №3:\nДата : 6.4,1
Отмена коллоквиум по АиСД сегодня,0
Типовые расчеты №3:\nалгоритмы и структуры\nДата — 27.05,1
Лаба:\nДата : 7.11 (досрок),1
Типовые расчёты:\nДата: 04.02 (досдача),1
сегодня в 9:00 начнётся запись на сдачу лабораторная работа по асд,0
Лабораторная работа №4 по дисциплине инстр. средства разработки ПО - дата — 22.09,1
Коллок №3 по дисциплине инстр. средства разработки ПО — дата : 21.04 (досрок),1
Лаба №2\nоп\nДата - 2.12,1
Коллоквиум №2 и №3:\nДата — 27.12\nАлгоритмы и структуры данных,1
Защита Коллок. №3:\nинстр. средства разработки ПО\nДата: 18.10,1
на следующей неделе  будет запись коллок. по основы проги,0
Сегодня  откроется запись на сдачу коллок по исрпо,0
перенос коллоквиум по АСД на 03.11,0
Отмена типовой расчёт по дискретка ДМ в это воскресенье,0
Лабораторные №1:\nДата - 28.09,1
На следующей неделе в 15:00 запись откроется на сдачу типовики по Дискретная математика,0
перенос лабораторные по дискретка на 03.11,0
Отмена типовик по Инструментальные средства разработки ПО сегодня,0
На следующей неделе  начнётся запись на сдачу лабораторные по Дискретная математика,0
Коллоквиум №4 по оп: дата - 12.11 (основной период),1
Защита Лабораторные №1 по Основы программирования: дата : 21.12,1
Отмена коллоквиум по оп сегодня,0
Досдача Типовой расчет №4 - алгоритмы и структуры: дата: 16.10,1
Отмена коллоквиум по Алгоритмы и структуры данных 20.10,0
Типовики по дисциплине ИСРПО: дата : 1.3 (основной период),1
Лаба №2 и №3:\nДата - 19.03\nдискретка ДМ,1
Лаб. работа №1 дискретная мат.: дата : 18.11 (досрок),1
Лаба №1:\nДата - 24.09 (основной период)\nинстр. средства разработки ПО,1
завтра в 15:00 запись откроется на защиту коллок. по дискретная мат.,0
Лабораторная работа №2\nДата : 20.4 (досдача)\nАСД,1
переносится лабораторные по дискретка на след. неделю,0
Сегодня  начнётся запись коллок по Алгоритмы и структуры данных,0
На следующей неделе в 10:00 запись откроется на пересдачу коллоквиум по инстр. средства разработки ПО,0
Лабораторная работа №4:\nДата — 13.12 (досдача)\nаглосы (АСД),1
Типовой расчёт №3 и №4:\nДата - 13.11\nАСД,1
переносится лаб. работа по дискретная математика на 03.11,0
На следующей неделе в 10:00 начнётся запись типовик по Инструментальные средства разработки ПО,0
переносится лабораторные по инстр. средства разработки по на 20.10,0
Досдача Коллок №1 по дисциплине ИСРПО: дата — 26.1,1
Сегодня в 9:00 откроется запись на пересдачу лабораторные по Основы программирования,0
На следующей неделе в 9:00 будет запись типовик по инстр. средства разработки ПО,0
Коллоквиум №3:\nОсновы программирования\nДата - 28.02 (досрок),1
Коллок.:\nаглосы\nдата - 21.04 (основной период),1
Коллок №1 по дисциплине Основы программирования - дата: 8.4 (досдача),1
отмена лабораторные по оп 20.10,0
Отмена лабораторные по ОП 20.10,0
Отмена коллок. по дискретная сегодня,0
Отмена лабораторные по аглосы в это воскресенье,0
Лаб. работа №3 и №5:\nОсновы программирования\nДата - 11.5,1
Коллоквиум №2\nОсновы программирования\nдата — 10.11,1
отмена коллоквиум по дискретка дм сегодня,0
Отмена типовой расчет по Инструментальные средства разработки ПО в это воскресенье,0
Отмена типовые расчёты по исрпо 20.10,0
Отмена типовые расчёты по дискретная 20.10,0
отмена типовые расчеты по асд сегодня,0
Типовые расчеты:\nДата: 7.4\nОП,1
перенос по расписанию лабораторная работа по исрпо на завтра,0
Досдача Коллок №4 и №6:\nАлгоритмы и структуры данных\nДата — 14.4,1
переносится коллоквиум по инстр. средства разработки ПО на 20.10,0
Лаб. работа:\nДата: 28.05\nинстр. средства разработки ПО,1
Типовой расчёт №3 дискретка | дата — 11.4 (досрок),1
Отмена лабораторные по дискретка 20.10,0
Лаб. работа №1:\nоп\nдата — 17.4 (досрок),1
перенос по расписанию типовик по оп на 20.10,0
На следующей неделе в 9:00 запись откроется коллок. по Инструментальные средства разработки ПО,0
На следующей неделе в 9:00 запись откроется лаб. работа по аглосы,0
Защита Типовики №3 и №5:\nОсновы программирования\nДата : 01.01,1
Отмена коллок по алгоритмы и структуры сегодня,0
на следующей неделе  запись откроется лабораторная по оп,0
Завтра в 9:00 откроется запись коллоквиум по АиСД,0
На следующей неделе в 15:00 будет запись на пересдачу лабораторная по основы проги,0
Завтра в 15:00 откроется запись на защиту лабораторная по оп,0
Лаб. работа №2:\nДата : 22.10\nдискретная мат.,1
Защита Лаб. работа №4\nдата — 11.2\nаглосы (АСД),1
Лабораторные №4\nдискретка ДМ\nДата: 07.04,1
Лабораторная №1 - АиСД — дата — 1.5,1
Типовые расчёты №2 по дискретная | дата — 03.11 (досдача),1
Лаба №2 по дискретная мат.: дата — 02.10,1
переносится лаб. работа по основы программирования на 22.10,0
Досдача Коллоквиум №1:\nалгоритмы и структуры\nДата: 2.9 (основной период),1
Досдача Типовые расчёты по дисциплине ОП - дата : 18.12,1
Коллок.\nдата : 03.09,1
Лабораторная №4:\nаглосы\nДата — 10.10,1
на следующей неделе  будет запись на защиту лабораторная по инструментальные средства разработки по,0
Лабораторная работа №3 и №4 - Алгоритмы и структуры данных - дата - 5.12 (основной период),1
перенос типовой расчет по АСД на 20.10,0
Отмена лаба по алгоритмы и структуры сегодня,0
Типовик №2:\nДата: 03.12\nдискретная,1
Типовые расчеты №3\nДата — 17.4\nИСРПО,1
отмена лаба по алгоритмы и структуры данных сегодня,0
Сегодня в 9:00 будет запись на сдачу коллок по Дискретная математика,0
Защита Коллок №4:\nДата - 12.10\nаглосы (АСД),1
Завтра в 9:00 откроется запись на защиту лабораторная по ИСРПО,0
На следующей неделе в 15:00 откроется запись на защиту лаба по исрпо,0
завтра  начнётся запись на сдачу лабораторная работа по аглосы (асд),0
переносится лаб. работа по оп на след. неделю,0
Типовой расчёт №4 по ИСРПО — дата : 15.2,1
Досдача Лаб. работа\nалгоритмы и структуры\nДата - 08.01 (досдача),1
Отмена лабораторные по исрпо сегодня,0
перенос коллоквиум по АСД на 22.10,0
Лабораторная №3:\nОП\nдата - 15.12 (основной период),1
Отмена типовой расчёт по Алгоритмы и структуры данных в это воскресенье,0
Защита Коллок:\nИнструментальные средства разработки ПО\nДата — 11.02,1
На следующей неделе в 9:00 начнётся запись на сдачу типовые расчёты по АиСД,0
Лаб. работа №3:\nИнструментальные средства разработки ПО\nДата : 20.12 (досрок),1
Сегодня в 15:00 начнётся запись на защиту типовой расчет по ОП,0
отмена типовой расчет по аглосы (асд) в это воскресенье,0
сегодня в 9:00 запись откроется на пересдачу лабораторные по аисд,0
переносится лаб. работа по ДМ на 20.10,0
Коллоквиум:\nалгоритмы и структуры\nДата: 28.11,1
Защита Лабораторная:\nаглосы (АСД)\nдата: 21.5,1
Завтра в 15:00 начнётся запись на защиту типовик по ИСРПО,0
Сегодня в 10:00 будет запись лабораторная по дискретная мат.,0
Лабораторная:\nинстр. средства разработки ПО\nДата — 26.03 (основной период),1
Отмена коллок. по дискретка ДМ в это воскресенье,0
Коллок №2 по инстр. средства разработки ПО | дата: 21.05 (досдача),1
перенос лабораторная работа по инстр. средства разработки ПО на след. неделю,0
Лабораторная работа №2 и №3:\nаглосы\nДата: 13.11 (досдача),1
Типовик №3 по дисциплине алгоритмы и структуры - дата — 18.09,1
переносится лаба по Дискретная математика на 20.10,0
Досдача Коллоквиум №4:\nДата — 22.11 (досдача),1
завтра  начнётся запись на пересдачу типовик по оп,0
перенос коллок. по Инструментальные средства разработки ПО на 20.10,0
Лабораторные №1 по основы проги — дата: 14.12 (основной период),1
сегодня в 9:00 будет запись лаб. работа по инструментальные средства разработки по,0
Завтра  будет запись коллок по аглосы,0
Лаба №4 и №6 по Основы программирования | дата: 12.09 (досрок),1
На следующей неделе в 15:00 откроется запись на сдачу коллок по ИСРПО,0
Досдача Лаб. работа №1 - АиСД — дата - 19.9,1
Типовые расчёты №2:\nаглосы (АСД)\nДата — 17.5 (досрок),1
перенос по расписанию типовые расчёты по ДМ на след. неделю,0
Лабораторная №3 Инструментальные средства разработки ПО — дата: 16.04,1
Лаб. работа - дискретная мат. | дата: 3.5 (основной период),1
Коллок:\nинстр. средства разработки ПО\nДата - 28.3,1
Лаб. работа №4:\nДата: 25.02 (досрок),1
На следующей неделе в 9:00 начнётся запись на пересдачу коллок по Дискретная математика,0
Типовой расчет №4:\nоп\nДата: 19.02,1
перенос лабораторная по дискретная на 22.10,0
Защита Лаба №1:\nаглосы (АСД)\nДата : 25.03,1
Досдача Типовой расчет №2 по Основы программирования — дата — 26.09,1
перенос типовой расчет по Дискретная математика на 22.10,0
Типовые расчёты:\nосновы проги\nДата - 7.5,1
Типовые расчеты инстр. средства разработки ПО - дата — 28.09,1
Коллок №1 по ОП: дата : 09.12,1
Завтра  начнётся запись на сдачу типовик по дискретная,0
Коллоквиум №2:\nДата : 8.9 (досрок)\nинстр. средства разработки ПО,1
На следующей неделе  запись откроется на сдачу лаба по ОП,0
Коллок №4:\nАСД\nДата — 03.03,1
Типовик №3 - Алгоритмы и структуры данных - дата: 9.3,1
Защита Лаба №1:\nДата : 19.04,1
отмена лаба по оп в это воскресенье,0
Коллоквиум №4 - ИСРПО | дата — 20.01,1
Коллок.:\nДата : 18.09,1
Досдача Лабораторная:\nаглосы\nДата: 23.03 (основной период),1
Коллок №2 аглосы (АСД): дата : 18.2,1
Досдача Лабораторные №3 по дисциплине дискретная — дата — 2.10 (досдача),1
Отмена типовые расчеты по Основы программирования в это воскресенье,0
Коллоквиум - оп: дата - 01.12,1
переносится типовой расчёт по АиСД на 03.11,0
переносится типовики по инструментальные средства разработки по на завтра,0
Сегодня в 15:00 откроется запись на пересдачу коллок. по исрпо,0
переносится коллок по инстр. средства разработки ПО на след. неделю,0
На следующей неделе  откроется запись лаб. работа по дискретка ДМ,0
Коллоквиум №4 и №5:\nдата — 3.2\nисрпо,1
Типовик №2:\nдата: 27.2\nИСРПО,1
Отмена коллок по Дискретная математика сегодня,0
Лаба №1 инстр. средства разработки ПО | дата - 20.12,1
Досдача Лабораторная работа №1 - дискретная мат. | дата: 21.01,1
Типовые расчеты №1:\nДата - 07.01 (досрок)\nАСД,1
Отмена лабораторная по АСД в это воскресенье,0
Коллок. №3 ИСРПО | дата : 05.09,1
Завтра в 15:00 запись откроется на пересдачу коллок. по АСД,0
Лаба №2:\nДата - 12.1\nИнструментальные средства разработки ПО,1
Лаб. работа №1 и №2\nаглосы (АСД)\nДата - 05.11,1
Типовой расчёт:\nДата - 9.10\nОП,1
Коллоквиум №1 и №3:\nосновы проги\nДата : 15.2 (досдача),1
переносится лабораторная по ДМ на 20.10,0
отмена коллок. по исрпо сегодня,0
Лаба №1 по основы проги: дата : 3.5,1
перенос по расписанию лабораторная работа по основы проги на 20.10,0
завтра в 10:00 запись откроется на защиту коллок. по дискретная мат.,0
перенос типовой расчет по Инструментальные средства разработки ПО на след. неделю,0
Лаб. работа №1:\nДата - 18.01\nосновы проги,1
Сегодня в 9:00 запись откроется на защиту типовой расчет по Инструментальные средства разработки ПО,0
Завтра в 9:00 начнётся запись коллок по дискретная мат.,0
перенос по расписанию коллок по ДМ на завтра,0
Завтра в 15:00 будет запись типовые расчеты по АиСД,0
Лаб. работа №3:\nисрпо\nДата : 06.05,1
отмена лаба по оп 20.10,0
перенос по расписанию лаб. работа по аисд на 03.11,0
Завтра в 10:00 запись откроется лаба по аглосы,0
Завтра в 15:00 будет запись на сдачу лабораторная по АСД,0
Сегодня  будет запись лаба по основы проги,0
Досдача Типовые расчёты №1:\nосновы проги\nДата - 3.9,1
Коллок №2 исрпо — дата - 24.03 (основной период),1
Коллок. №1 дискретная: дата : 04.03 (досдача),1
Сегодня  будет запись на защиту типовики по АСД,0
перенос по расписанию коллок по основы проги на след. неделю,0
Лабораторная работа №2 Инструментальные средства разработки ПО | дата : 8.10,1
Лабораторные:\nдата - 21.4,1
Сегодня  запись откроется на сдачу лабораторная работа по аглосы,0
перенос по расписанию лабораторная работа по алгоритмы и структуры данных на 20.10,0
Досдача Лаба:\nоп\nДата - 16.9,1
отмена коллок. по исрпо в это воскресенье,0
перенос лабораторная работа по Основы программирования на след. неделю,0
Коллоквиум №1:\nисрпо\nДата: 12.9,1
На следующей неделе в 9:00 откроется запись лаб. работа по аглосы (АСД),0
Лабораторная:\nоп\nДата: 26.05,1
Завтра в 9:00 начнётся запись лабораторная по ДМ,0
Коллок №1:\nДата : 14.9\nисрпо,1
перенос коллок по инстр. средства разработки по на завтра,0
Досдача Коллоквиум №3 по алгоритмы и структуры: дата — 07.05 (досрок),1
сегодня в 15:00 начнётся запись на пересдачу лабораторные по инструментальные средства разработки по,0
Коллоквиум №3:\nосновы проги\nДата : 08.09 (основной период),1
перенос лабораторная по исрпо на 22.10,0
Завтра в 15:00 начнётся запись на сдачу лабораторные по дискретная,0
Досдача Лабораторная дискретка ДМ | дата: 10.2 (досдача),1
Типовой расчет №3:\nинстр. средства разработки ПО\nДата - 16.10 (основной период),1
Лаб. работа №1 и №3:\nДата - 28.2\nОсновы программирования,1
Досдача Коллоквиум №1 по дисциплине Инструментальные средства разработки ПО: дата: 16.10,1
Лабораторная №4 по дисциплине ДМ - дата — 18.11 (основной период),1
Коллок по Инструментальные средства разработки ПО — дата: 01.11 (досдача),1
Сегодня в 15:00 запись откроется на пересдачу типовые расчёты по ИСРПО,0
перенос типовик по дискретная на 20.10,0
перенос лабораторная по исрпо на завтра,0
перенос лабораторная по ДМ на 03.11,0
Коллоквиум №3 и №4\nисрпо\nДата - 12.2,1
Коллоквиум №4:\nДата : 26.4\nдискретная мат.,1
Лабораторная:\nДата: 04.10 (досрок),1
Защита Типовые расчеты №2:\nисрпо\nдата - 26.12 (основной период),1
Защита Лабораторная:\nДата: 10.09,1
Защита Лаб. работа №1 - основы проги | дата: 9.10 (досрок),1
перенос лабораторная работа по дискретная на 20.10,0
Типовик №4 по дисциплине АиСД — дата - 3.11 (досдача),1
Лабораторная работа №1 - дискретка: дата: 21.4,1
На следующей неделе в 9:00 начнётся запись на сдачу типовой расчет по оп,0
Досдача Лабораторные по Инструментальные средства разработки ПО | дата: 23.03,1
сегодня в 9:00 начнётся запись на сдачу лабораторная работа по алгоритмы и структуры,0
отмена типовой расчёт по исрпо в это воскресенье,0
Лабораторная работа\nдискретная мат.\nДата : 27.11,1
Досдача Лаб. работа №4 и №5 по дисциплине дискретка - дата — 11.04 (основной период),1
Лаб. работа №3:\nдата — 8.1 (основной период)\nАлгоритмы и структуры данных,1
Лабораторные №4 по дискретка - дата: 15.4,1
На следующей неделе в 9:00 будет запись лабораторная по дискретная,0
завтра в 10:00 будет запись на пересдачу лаб. работа по инстр. средства разработки по,0
Типовой расчет №2 по инстр. средства разработки ПО: дата - 13.5,1
Коллок. №3:\nИСРПО\nДата — 07.04,1
Сегодня в 9:00 запись откроется на сдачу лаба по Дискретная математика,0
Отмена типовой расчёт по аглосы (АСД) 20.10,0
Сегодня в 10:00 откроется запись на пересдачу лаба по ИСРПО,0
Завтра в 9:00 будет запись на защиту типовики по Основы программирования,0
Отмена лабораторная работа по Дискретная математика сегодня,0
Лабораторные\nаглосы (АСД)\nДата: 17.9 (досдача),1
переносится типовик по исрпо на след. неделю,0
перенос по расписанию типовой расчёт по АиСД на след. неделю,0
сегодня в 15:00 запись откроется на защиту типовики по дискретка,0
Типовики №4:\nдискретная\nДата: 23.12 (основной период),1
Отмена лабораторная по Основы программирования в это воскресенье,0
Лаба №3 и №4:\nдискретная мат.\nдата: 25.12 (основной период),1
Коллок.\nДата: 27.2\nосновы проги,1
Досдача Типовик №3:\nДата - 08.11 (основной период),1
завтра  откроется запись на защиту лаб. работа по аглосы,0
Сегодня в 15:00 начнётся запись на пересдачу типовик по АиСД,0
Лаба №2:\nДата : 11.02 (основной период),1
Отмена лаба по исрпо 20.10,0
На следующей неделе в 15:00 начнётся запись лабораторная по основы проги,0
Типовик №4\nдата: 10.03,1
перенос лаба по дискретка дм на завтра,0
перенос по расписанию типовые расчеты по дискретная на 22.10,0
Досдача Лабораторная - дискретная: дата: 09.02,1
Сегодня в 9:00 начнётся запись на защиту типовой расчет по ОП,0
Лабораторная №3:\nОП\nДата: 8.2,1
Досдача Лабораторные №2 по дисциплине основы проги | дата — 2.3 (основной период),1
Защита Типовики №2:\nДата - 25.1\nдискретка,1
Типовые расчеты №2 и №3:\nисрпо\nДата : 5.5 (основной период),1
Коллок №1 - инстр. средства разработки ПО - дата: 27.03 (досдача),1
сегодня в 10:00 откроется запись коллок по основы проги,0
Типовики:\nДата — 23.09\nосновы проги,1
Типовые расчеты №2:\nдискретная мат.\nДата - 19.10,1
Лабораторная работа №3:\nдата - 22.12 (досдача)\nОсновы программирования,1
Коллок. №3:\nИСРПО\nДата - 25.5 (досрок),1
Завтра в 9:00 откроется запись на защиту коллок по Алгоритмы и структуры данных,0
переносится лабораторные по дискретная на 03.11,0
Лабораторная №1 и №2:\nдата: 07.02\nдискретка ДМ,1
Коллок. №2 по алгоритмы и структуры: дата - 07.03,1
Защита Лабораторные №3 - дискретная мат. — дата - 4.11,1
Сегодня в 10:00 начнётся запись на пересдачу типовой расчет по инстр. средства разработки ПО,0
Коллок:\nДата : 21.05\nИСРПО,1
Отмена типовые расчёты по основы проги сегодня,0
перенос типовик по ИСРПО на 22.10,0
перенос лаб. работа по АиСД на 03.11,0
На следующей неделе в 15:00 начнётся запись на пересдачу лабораторная работа по оп,0
Лабораторная работа №3:\nДата : 17.3 (досдача)\nоп,1
Коллоквиум №2 - Инструментальные средства разработки ПО — дата : 28.1 (основной период),1
Отмена коллок по ДМ 20.10,0
перенос типовые расчеты по аглосы на 20.10,0
Коллок №1:\nДата: 16.12,1
перенос коллок. по Дискретная математика на 22.10,0
Досдача Коллок. №1:\nДата - 22.9 (досдача),1
Завтра в 15:00 будет запись на защиту коллоквиум по Алгоритмы и структуры данных,0
перенос лабораторная по АСД на 20.10,0
отмена лабораторные по аглосы сегодня,0
Защита Лабораторные №1 и №3:\nОП\nдата - 14.12 (досрок),1
Лабораторная работа №4:\nДата : 21.10\nДискретная математика,1
Защита Типовые расчеты №4 - дискретная: дата - 14.05,1
Типовые расчёты №1 по дисциплине алгоритмы и структуры: дата : 11.04,1
Отмена коллок по инстр. средства разработки ПО 20.10,0
Досдача Лабораторные №4 по ДМ — дата: 24.1,1
переносится коллоквиум по исрпо на 03.11,0
Типовой расчет:\nДата — 21.12,1
Лабораторная работа - основы проги - дата: 18.10,1
Коллок №4 по ИСРПО - дата : 20.2 (досрок),1
Завтра в 15:00 откроется запись на пересдачу лабораторная работа по дискретка ДМ,0
перенос по расписанию коллоквиум по аглосы (АСД) на след. неделю,0
Типовые расчеты по дисциплине ОП: дата - 17.12,1
переносится коллок. по основы проги на 22.10,0
Лабораторные №4:\nдата — 26.1 (досдача)\nАиСД,1
На следующей неделе в 10:00 откроется запись на защиту лабораторная работа по Алгоритмы и структуры данных,0
На следующей неделе в 9:00 будет запись коллоквиум по ДМ,0
Отмена лаб. работа по дискретная сегодня,0
Досдача Лаб. работа №4 - Дискретная математика: дата - 24.4,1
Досдача Коллок:\nДата — 20.12 (досдача)\nинстр. средства разработки ПО,1
Лабораторная работа №4 и №6:\nАСД\nдата: 19.3,1
На следующей неделе  начнётся запись типовой расчет по ДМ,0
Лабораторная работа АиСД: дата : 23.1,1
Типовики №1 по дисциплине оп | дата — 28.12 (досрок),1
Завтра  будет запись на защиту лаб. работа по дискретка,0
перенос по расписанию лабораторная работа по оп на 20.10,0
Досдача Коллок:\nОП\nДата - 12.5,1
Типовой расчёт\nДата — 15.10\nалгоритмы и структуры,1
перенос по расписанию лабораторные по алгоритмы и структуры на след. неделю,0
переносится лаба по основы проги на 22.10,0
завтра  будет запись лабораторная работа по инструментальные средства разработки по,0
отмена коллоквиум по дискретка 20.10,0
Лабораторная №4:\nосновы проги\nДата : 26.12,1
переносится коллок. по Основы программирования на 22.10,0
Отмена типовой расчет по оп в это воскресенье,0
Защита Лабораторная - дискретка | дата : 20.09,1
Коллоквиум:\nинстр. средства разработки ПО\nДата : 25.04 (досдача),1
Типовой расчёт №4 по дисциплине ДМ - дата - 14.11,1
Лабораторная №2:\nИнструментальные средства разработки ПО\nДата — 11.03 (досрок),1
переносится лабораторные по Инструментальные средства разработки ПО на 20.10,0
перенос по расписанию лаб. работа по дискретка дм на завтра,0
отмена коллоквиум по инстр. средства разработки по в это воскресенье,0
Лаба №1 по АиСД - дата — 14.12 (досрок),1
переносится коллок по дискретная на след. неделю,0
Досдача Коллок. №2:\nДата: 12.09 (основной период)\nдискретка,1
Завтра  будет запись на пересдачу типовой расчёт по ИСРПО,0
Лаб. работа №2:\nДата — 6.1 (досрок),1
Сегодня в 15:00 будет запись на защиту лабораторная по алгоритмы и структуры,0
Сегодня в 9:00 запись откроется лабораторная работа по дискретка,0
Защита Лабораторные №1 ОП - дата: 24.11,1
Отмена лаб. работа по Инструментальные средства разработки ПО в это воскресенье,0
Лабораторные №1 - инстр. средства разработки ПО: дата — 18.12,1
Типовики №1:\nДМ\nдата - 23.2,1
переносится лаб. работа по основы проги на 20.10,0
Защита Коллоквиум №3 - алгоритмы и структуры — дата: 22.10,1
Досдача Типовики №2:\nаглосы (АСД)\nдата - 13.02 (основной период),1
Завтра в 9:00 откроется запись лабораторная по ИСРПО,0
Защита Лабораторные:\nДата: 8.4,1
Отмена лаба по Дискретная математика 20.10,0
перенос по расписанию лабораторная работа по Инструментальные средства разработки ПО на 03.11,0
Отмена лабораторная по ОП 20.10,0
Досдача Коллок. №2:\nдискретная мат.\nДата: 16.12 (досрок),1
отмена коллоквиум по основы программирования сегодня,0
Лабораторная по дисциплине аглосы | дата — 21.03 (досдача),1
перенос лабораторные по аглосы (АСД) на завтра,0
Лаба №4 и №6 - дискретная мат.: дата - 04.10,1
Типовые расчеты №2:\nДата: 11.9,1
отмена лабораторная по дм 20.10,0
перенос по расписанию типовой расчет по дискретка ДМ на след. неделю,0
Лаб. работа №4 по дисциплине дискретная - дата : 26.3,1
Отмена коллоквиум по основы проги 20.10,0
Защита Лаб. работа №4:\nдискретка ДМ\nДата — 19.05 (основной период),1
Сегодня в 15:00 будет запись на защиту лаба по АСД,0
Лаб. работа №3 - исрпо - дата — 15.01,1
Отмена типовые расчёты по дискретка ДМ 20.10,0
Коллоквиум №4:\nДата : 10.11\nаглосы (АСД),1
Отмена типовой расчет по дискретная сегодня,0
отмена лабораторная работа по инстр. средства разработки по в это воскресенье,0
Лабораторная работа №2:\nдата : 7.9\nисрпо,1
Коллоквиум №3 и №5:\nДискретная математика\nДата — 17.4 (досдача),1
перенос по расписанию лабораторная работа по дискретка на 22.10,0
перенос коллок. по основы проги на след. неделю,0
Типовые расчёты №4:\nаглосы\nДата — 23.01,1
Отмена лабораторные по дискретная в это воскресенье,0
Типовой расчет №1:\nДата : 7.5 (досдача)\nоп,1
переносится лаба по аглосы на 20.10,0
Коллок №4 по дисциплине аглосы | дата - 10.04,1
Типовик №2 - алгоритмы и структуры - дата — 17.09,1
Типовые расчеты:\nДата: 13.12\nинстр. средства разработки ПО,1
перенос типовые расчеты по исрпо на 20.10,0
Отмена лаб. работа по Основы программирования 20.10,0
Коллок. №3:\nДата : 17.3\nисрпо,1
